t ke gpe dissipation
0 1.57679e-05 1.58919e-05 0.00086837
8.40861e-06 1.62724e-05 1.58666e-05 0.000644096
2.67752e-05 1.63106e-05 1.58581e-05 0.000380986
4.66373e-05 1.63166e-05 1.58559e-05 0.000283476
6.77635e-05 1.6317e-05 1.58549e-05 0.000241927
9.00365e-05 1.63161e-05 1.58537e-05 0.000218181
0.00011336 1.63182e-05 1.58522e-05 0.000201467
0.000137628 1.63145e-05 1.58509e-05 0.000187178
0.00016278 1.63138e-05 1.58509e-05 0.000177301
0.000188794 1.63113e-05 1.58509e-05 0.00016849
0.000215594 1.63085e-05 1.58509e-05 0.000160499
0.000243107 1.63056e-05 1.58509e-05 0.000153782
0.00027127 1.63038e-05 1.58509e-05 0.000147937
0.000300034 1.63013e-05 1.58509e-05 0.000142
0.000329342 1.62993e-05 1.58509e-05 0.000136994
0.00035916 1.62972e-05 1.58509e-05 0.000131938
0.000389415 1.62948e-05 1.58509e-05 0.000127094
0.000420092 1.6292e-05 1.58509e-05 0.000122023
0.000451139 1.62898e-05 1.58509e-05 0.000117386
0.000482502 1.62873e-05 1.58509e-05 0.000113026
0.000514189 1.62847e-05 1.58509e-05 0.000108587
0.000546172 1.62827e-05 1.58509e-05 0.000104769
0.00057839 1.62804e-05 1.5851e-05 0.000101427
0.000610847 1.62783e-05 1.5851e-05 9.83837e-05
0.000643511 1.62761e-05 1.5851e-05 9.51889e-05
0.000676386 1.62742e-05 1.5851e-05 9.25619e-05
0.000709438 1.62723e-05 1.5851e-05 9.00656e-05
0.000742635 1.62703e-05 1.5851e-05 8.76488e-05
0.000775976 1.62685e-05 1.5851e-05 8.52045e-05
0.000809464 1.62667e-05 1.5851e-05 8.27925e-05
0.000843063 1.62651e-05 1.5851e-05 8.06157e-05
0.000876773 1.62636e-05 1.58511e-05 7.85998e-05
0.000910597 1.62617e-05 1.58511e-05 7.64385e-05
0.000944495 1.62603e-05 1.58511e-05 7.45464e-05
0.000978508 1.62588e-05 1.58511e-05 7.2795e-05
0.0010126 1.62573e-05 1.58511e-05 7.11571e-05
