t ke gpe dissipation
0 0.0220214 0.125147 0.649783
3.47143e-06 0.0220142 0.125147 0.668954
9.85479e-06 0.0220142 0.125147 0.675571
1.71985e-05 0.0220142 0.125147 0.681842
2.53105e-05 0.0220141 0.125147 0.687524
3.41211e-05 0.0220141 0.125147 0.692778
4.35662e-05 0.0220141 0.125147 0.697427
5.35875e-05 0.022014 0.125147 0.701476
6.4134e-05 0.022014 0.125147 0.704892
7.51576e-05 0.022014 0.125147 0.707789
8.66147e-05 0.0220139 0.125147 0.710168
9.84639e-05 0.0220139 0.125147 0.712154
0.000110675 0.0220139 0.125147 0.713765
0.000123211 0.0220138 0.125147 0.715107
0.000136042 0.0220138 0.125147 0.716164
0.000149142 0.0220137 0.125147 0.717055
0.00016249 0.0220137 0.125147 0.717747
0.000176078 0.0220137 0.125147 0.718334
0.000189888 0.0220136 0.125147 0.718794
0.000203898 0.0220136 0.125147 0.719199
0.000218088 0.0220135 0.125147 0.719513
0.000232441 0.0220135 0.125147 0.719791
0.00024701 0.0220134 0.125147 0.72002
0.000261766 0.0220134 0.125147 0.720235
0.000276693 0.0220134 0.125147 0.720381
0.000291773 0.0220133 0.125147 0.720541
0.000306985 0.0220133 0.125147 0.720644
0.000322326 0.0220132 0.125147 0.720766
0.000337744 0.0220132 0.125147 0.720823
0.000353223 0.0220131 0.125147 0.720893
0.000368765 0.0220131 0.125147 0.720922
0.000384361 0.0220131 0.125147 0.720962
0.000399989 0.022013 0.125147 0.720959
0.000415649 0.022013 0.125147 0.720959
0.000431341 0.0220129 0.125147 0.720937
0.000447041 0.0220129 0.125147 0.720917
0.000462749 0.0220128 0.125147 0.720879
0.000478464 0.0220128 0.125147 0.72085
0.000494188 0.0220128 0.125147 0.720801
0.00050992 0.0220127 0.125147 0.720766
0.00052566 0.0220127 0.125147 0.720711
0.0005414 0.0220126 0.125147 0.720667
0.00055714 0.0220126 0.125147 0.72061
0.000572888 0.0220126 0.125147 0.720551
0.000588636 0.0220125 0.125147 0.720471
0.000604384 0.0220125 0.125147 0.7204
0.000620132 0.0220124 0.125147 0.720305
0.000635888 0.0220124 0.125147 0.720229
0.000651644 0.0220124 0.125147 0.720128
0.0006674 0.0220123 0.125147 0.720037
0.000682846 0.0220123 0.125147 0.719942
0.000698284 0.0220122 0.125147 0.719843
0.000713722 0.0220122 0.125147 0.719734
0.00072916 0.0220121 0.125147 0.719636
0.000744598 0.0220121 0.125147 0.71952
0.000760035 0.0220121 0.125147 0.719419
0.000775466 0.022012 0.125147 0.719296
0.000790896 0.022012 0.125147 0.719191
0.000806326 0.0220119 0.125147 0.719072
0.000821756 0.0220119 0.125147 0.718952
0.000837186 0.0220119 0.125147 0.718826
0.000852608 0.0220118 0.125147 0.718706
0.000868031 0.0220118 0.125147 0.718568
0.000883453 0.0220118 0.125147 0.718447
0.000898875 0.0220117 0.125147 0.718304
0.000914298 0.0220117 0.125147 0.718172
