t ke gpe dissipation
0 0.0158746 0.125147 0.60818
6.44831e-06 0.0158698 0.125147 0.636903
2.06049e-05 0.0158697 0.125147 0.653667
3.54689e-05 0.0158697 0.125147 0.655853
5.09523e-05 0.0158696 0.125147 0.657483
6.6968e-05 0.0158696 0.125147 0.658563
8.34583e-05 0.0158695 0.125147 0.658865
0.000100342 0.0158695 0.125147 0.659017
0.000117589 0.0158694 0.125147 0.659016
0.000135168 0.0158694 0.125147 0.658925
0.00015304 0.0158694 0.125147 0.658888
0.000171183 0.0158693 0.125147 0.658763
0.000189573 0.0158693 0.125147 0.658691
0.000208183 0.0158692 0.125147 0.658563
0.00022694 0.0158692 0.125147 0.658457
0.000245822 0.0158691 0.125147 0.658359
0.000264819 0.0158691 0.125147 0.658238
0.000283922 0.0158691 0.125147 0.658089
0.000303132 0.015869 0.125147 0.657984
0.000322426 0.015869 0.125147 0.657892
0.000341792 0.0158689 0.125147 0.657769
0.000361231 0.0158689 0.125147 0.657626
0.000380743 0.0158688 0.125147 0.657544
0.000400305 0.0158688 0.125147 0.657434
0.000419917 0.0158688 0.125147 0.657307
0.00043958 0.0158687 0.125147 0.657199
0.000459292 0.0158687 0.125147 0.657099
0.000479042 0.0158686 0.125147 0.656982
0.000498818 0.0158686 0.125147 0.656856
0.000518632 0.0158685 0.125147 0.656757
0.000538471 0.0158685 0.125147 0.656654
0.000558336 0.0158685 0.125147 0.656533
0.000578227 0.0158684 0.125147 0.656404
0.000598131 0.0158684 0.125147 0.656299
0.000618048 0.0158683 0.125147 0.656192
0.000637991 0.0158683 0.125147 0.656066
0.000657946 0.0158682 0.125147 0.655938
0.000677915 0.0158682 0.125147 0.655832
0.000697897 0.0158682 0.125147 0.65572
0.000717878 0.0158681 0.125147 0.65559
0.000737873 0.0158681 0.125147 0.655466
0.000757881 0.015868 0.125147 0.655363
0.000777889 0.015868 0.125147 0.655252
0.000797897 0.015868 0.125147 0.65512
0.000817918 0.0158679 0.125147 0.654997
0.000837939 0.0158679 0.125147 0.654889
0.00085796 0.0158678 0.125147 0.654768
0.000877995 0.0158678 0.125147 0.654641
0.000898029 0.0158677 0.125147 0.654517
0.000918063 0.0158677 0.125147 0.654405
0.000938098 0.0158677 0.125147 0.654289
0.000958132 0.0158676 0.125147 0.654162
0.000978166 0.0158676 0.125147 0.654038
0.000998214 0.0158675 0.125147 0.653923
0.00101826 0.0158675 0.125147 0.653803
0.00103831 0.0158674 0.125147 0.653674
0.00105837 0.0158674 0.125147 0.653549
0.00107843 0.0158674 0.125147 0.653435
0.00109849 0.0158673 0.125147 0.653312
0.00111855 0.0158673 0.125147 0.653185
0.00113863 0.0158672 0.125147 0.653062
0.0011587 0.0158672 0.125147 0.652944
0.00117878 0.0158672 0.125147 0.652818
0.00119885 0.0158671 0.125147 0.652689
0.00121894 0.0158671 0.125147 0.652563
0.00123902 0.015867 0.125147 0.652441
0.00125911 0.015867 0.125147 0.652314
0.00127921 0.015867 0.125147 0.652185
0.00129931 0.0158669 0.125147 0.652059
0.00131942 0.0158669 0.125147 0.651935
0.00133952 0.0158668 0.125147 0.651808
0.00135963 0.0158668 0.125147 0.651682
0.00137975 0.0158668 0.125147 0.651558
0.00139986 0.0158667 0.125147 0.651434
0.00141998 0.0158667 0.125147 0.651305
0.0014401 0.0158666 0.125147 0.651178
0.00146023 0.0158666 0.125147 0.651052
0.00148036 0.0158665 0.125147 0.650928
0.00150049 0.0158665 0.125147 0.650801
0.00152063 0.0158665 0.125147 0.650675
0.00154077 0.0158664 0.125147 0.65055
0.00156093 0.0158664 0.125147 0.650425
0.00158108 0.0158663 0.125147 0.650296
0.00160125 0.0158663 0.125147 0.650171
0.00162144 0.0158663 0.125147 0.650045
0.00164162 0.0158662 0.125147 0.64992
0.00166181 0.0158662 0.125147 0.649791
0.00168201 0.0158661 0.125147 0.649666
0.00170221 0.0158661 0.125147 0.649539
0.00172242 0.0158661 0.125147 0.649412
0.00174263 0.015866 0.125147 0.649283
0.00176284 0.015866 0.125147 0.649155
0.00178305 0.0158659 0.125147 0.649027
0.00180327 0.0158659 0.125147 0.6489
0.0018235 0.0158659 0.125147 0.64877
0.00184372 0.0158658 0.125147 0.648642
0.00186395 0.0158658 0.125147 0.648513
0.00188417 0.0158657 0.125147 0.648384
0.0019044 0.0158657 0.125147 0.648252
0.00192462 0.0158657 0.125147 0.648124
0.00194485 0.0158656 0.125147 0.647994
0.00196507 0.0158656 0.125147 0.647865
0.00198529 0.0158655 0.125147 0.647735
0.00200552 0.0158655 0.125147 0.647608
0.00202574 0.0158655 0.125147 0.647478
0.00204597 0.0158654 0.125147 0.647349
0.00206619 0.0158654 0.125147 0.647219
0.0020864 0.0158653 0.125147 0.647091
0.00210661 0.0158653 0.125147 0.646962
0.00212682 0.0158652 0.125147 0.646834
0.00214703 0.0158652 0.125147 0.646704
0.00216724 0.0158652 0.125147 0.646576
0.00218745 0.0158651 0.125147 0.646445
0.00220766 0.0158651 0.125147 0.646317
0.00222788 0.015865 0.125147 0.646187
0.00224807 0.015865 0.125147 0.64606
0.00226827 0.015865 0.125147 0.645931
0.00228846 0.0158649 0.125147 0.645803
0.00230866 0.0158649 0.125147 0.645673
0.00232886 0.0158648 0.125147 0.645546
0.00234905 0.0158648 0.125147 0.645416
0.00236925 0.0158648 0.125147 0.645287
0.00238945 0.0158647 0.125147 0.645155
0.00240964 0.0158647 0.125147 0.645025
0.00242984 0.0158646 0.125147 0.644892
0.00245003 0.0158646 0.125147 0.644761
0.00247023 0.0158646 0.125147 0.64463
0.00249043 0.0158645 0.125147 0.644501
0.00251062 0.0158645 0.125147 0.644369
0.00253082 0.0158644 0.125147 0.64424
0.00255102 0.0158644 0.125147 0.644111
0.0025712 0.0158644 0.125147 0.643983
0.00259138 0.0158643 0.125147 0.643854
0.00261156 0.0158643 0.125147 0.643726
0.00263174 0.0158642 0.125147 0.643595
0.00265193 0.0158642 0.125147 0.643466
0.00267211 0.0158642 0.125147 0.643336
0.00269229 0.0158641 0.125147 0.643207
0.00271247 0.0158641 0.125147 0.643077
0.00273266 0.015864 0.125147 0.642949
0.00275284 0.015864 0.125147 0.642819
0.00277301 0.015864 0.125147 0.64269
0.00279317 0.0158639 0.125147 0.642559
0.00281334 0.0158639 0.125147 0.642431
0.00283351 0.0158639 0.125147 0.6423
0.00285368 0.0158638 0.125147 0.642171
0.00287384 0.0158638 0.125147 0.642038
0.00289401 0.0158637 0.125147 0.641908
0.00291418 0.0158637 0.125147 0.641775
0.00293435 0.0158637 0.125147 0.641644
0.00295452 0.0158636 0.125147 0.641512
0.00297467 0.0158636 0.125147 0.641383
0.00299482 0.0158635 0.125147 0.64125
0.00301498 0.0158635 0.125147 0.641119
0.00303513 0.0158635 0.125147 0.640987
0.00305528 0.0158634 0.125147 0.640857
0.00307544 0.0158634 0.125147 0.640727
0.00309559 0.0158633 0.125147 0.640598
0.00311574 0.0158633 0.125147 0.640469
0.0031359 0.0158633 0.125147 0.640341
0.00315605 0.0158632 0.125147 0.640211
0.00317619 0.0158632 0.125147 0.640082
0.00319633 0.0158631 0.125147 0.639951
0.00321647 0.0158631 0.125147 0.639823
0.00323661 0.0158631 0.125147 0.639692
0.00325675 0.015863 0.125147 0.639564
0.00327689 0.015863 0.125147 0.639434
0.00329702 0.0158629 0.125147 0.639306
0.00331716 0.0158629 0.125147 0.639175
0.0033373 0.0158629 0.125147 0.639045
0.00335744 0.0158628 0.125147 0.638914
0.00337758 0.0158628 0.125147 0.638785
0.00339772 0.0158627 0.125147 0.638653
0.00341786 0.0158627 0.125147 0.638523
0.003438 0.0158627 0.125147 0.63839
0.00345814 0.0158626 0.125147 0.63826
0.00347828 0.0158626 0.125147 0.638125
0.00349841 0.0158626 0.125147 0.637996
0.00351855 0.0158625 0.125147 0.637865
0.00353869 0.0158625 0.125147 0.637737
0.00355883 0.0158624 0.125147 0.637605
0.00357897 0.0158624 0.125147 0.637475
0.00359911 0.0158624 0.125147 0.637344
0.00361925 0.0158623 0.125147 0.637217
0.00363939 0.0158623 0.125147 0.637088
0.00365951 0.0158622 0.125147 0.63696
0.00367964 0.0158622 0.125147 0.636831
0.00369976 0.0158622 0.125147 0.636704
0.00371988 0.0158621 0.125147 0.636572
0.00374001 0.0158621 0.125147 0.636443
0.00376013 0.015862 0.125147 0.636313
0.00378024 0.015862 0.125147 0.636185
0.00380035 0.015862 0.125147 0.636055
0.00382046 0.0158619 0.125147 0.635927
0.00384057 0.0158619 0.125147 0.635796
0.00386068 0.0158618 0.125147 0.635669
0.00388079 0.0158618 0.125147 0.635537
0.0039009 0.0158618 0.125147 0.63541
0.00392101 0.0158617 0.125147 0.63528
0.00394112 0.0158617 0.125147 0.635153
0.00396123 0.0158617 0.125147 0.635023
0.00398132 0.0158616 0.125147 0.634896
0.00400142 0.0158616 0.125147 0.634767
0.00402151 0.0158615 0.125147 0.63464
0.00404161 0.0158615 0.125147 0.634509
0.0040617 0.0158615 0.125147 0.634381
0.00408181 0.0158614 0.125147 0.634252
0.00410192 0.0158614 0.125147 0.634124
0.00412203 0.0158613 0.125147 0.633994
0.00414214 0.0158613 0.125147 0.633869
0.00416225 0.0158613 0.125147 0.633739
0.00418238 0.0158612 0.125147 0.633613
0.0042025 0.0158612 0.125147 0.633486
0.00422263 0.0158611 0.125147 0.633359
