t ke gpe dissipation
0 1.58797e-05 1.59291e-05 0.00111664
6.98841e-06 1.66882e-05 1.58709e-05 0.000836127
2.22363e-05 1.6785e-05 1.58573e-05 0.000527184
3.8586e-05 1.6821e-05 1.58552e-05 0.000428557
5.59256e-05 1.68353e-05 1.58544e-05 0.000382077
7.41785e-05 1.68577e-05 1.58521e-05 0.000351263
9.32462e-05 1.68648e-05 1.58508e-05 0.000330246
0.000113066 1.68616e-05 1.58508e-05 0.000313523
0.000133564 1.6856e-05 1.58508e-05 0.000299681
0.000154675 1.68515e-05 1.58508e-05 0.00028835
0.000176344 1.68468e-05 1.58508e-05 0.000277077
0.000198523 1.6842e-05 1.58508e-05 0.000267926
0.000221172 1.68373e-05 1.58508e-05 0.000258483
0.000244242 1.68338e-05 1.58508e-05 0.000251195
0.000267696 1.68289e-05 1.58508e-05 0.000244608
0.00029151 1.68237e-05 1.58508e-05 0.000236928
0.00031564 1.68193e-05 1.58508e-05 0.000230251
0.000340055 1.68148e-05 1.58508e-05 0.000224535
0.000364743 1.681e-05 1.58508e-05 0.000218594
0.000389671 1.68047e-05 1.58508e-05 0.000211757
0.000414802 1.67998e-05 1.58508e-05 0.000205418
0.000440139 1.67949e-05 1.58509e-05 0.000200349
0.000465665 1.67896e-05 1.58509e-05 0.000194435
0.000491361 1.6785e-05 1.58509e-05 0.00018893
0.000517209 1.67801e-05 1.58509e-05 0.000183809
0.000543187 1.67754e-05 1.58509e-05 0.000179054
0.000569299 1.67707e-05 1.58509e-05 0.000174531
0.000595521 1.67661e-05 1.58509e-05 0.000170196
0.000621834 1.67617e-05 1.58509e-05 0.000166221
0.000648261 1.67573e-05 1.58509e-05 0.000162546
0.000674756 1.6753e-05 1.58509e-05 0.00015902
0.000701343 1.67487e-05 1.58509e-05 0.000155547
0.000728 1.67445e-05 1.58509e-05 0.000152275
0.000754726 1.67405e-05 1.5851e-05 0.000149158
0.0007815 1.67365e-05 1.5851e-05 0.00014599
0.000808345 1.67325e-05 1.5851e-05 0.000142807
0.000835237 1.67287e-05 1.5851e-05 0.000139866
0.000862176 1.67249e-05 1.5851e-05 0.000137185
0.000889164 1.67212e-05 1.5851e-05 0.000134454
0.000916175 1.67175e-05 1.5851e-05 0.000131668
0.000943235 1.6714e-05 1.5851e-05 0.000129083
0.000970318 1.67104e-05 1.5851e-05 0.000126847
0.000997426 1.6707e-05 1.58511e-05 0.000124569
0.00102456 1.67036e-05 1.58511e-05 0.000122238
0.00105174 1.67003e-05 1.58511e-05 0.000120122
0.00107892 1.6697e-05 1.58511e-05 0.000118209
0.00110613 1.66937e-05 1.58511e-05 0.000116107
0.00113336 1.66905e-05 1.58511e-05 0.000113875
0.00116061 1.66875e-05 1.58511e-05 0.000111915
0.00118789 1.66845e-05 1.58512e-05 0.000110282
0.00121517 1.66814e-05 1.58512e-05 0.000108573
0.00124248 1.66784e-05 1.58512e-05 0.000106739
0.00126978 1.66756e-05 1.58512e-05 0.000105199
0.00129711 1.66727e-05 1.58512e-05 0.000103948
0.00132444 1.66698e-05 1.58512e-05 0.000102497
0.00135179 1.66671e-05 1.58512e-05 0.00010089
0.00137915 1.66644e-05 1.58513e-05 9.94911e-05
0.00140653 1.66618e-05 1.58513e-05 9.83578e-05
0.00143391 1.6659e-05 1.58513e-05 9.70064e-05
0.00146128 1.66565e-05 1.58513e-05 9.55718e-05
0.00148869 1.66539e-05 1.58513e-05 9.42748e-05
0.00151609 1.66514e-05 1.58513e-05 9.32099e-05
0.0015435 1.66489e-05 1.58513e-05 9.19331e-05
0.0015709 1.66465e-05 1.58514e-05 9.06063e-05
0.00159833 1.66441e-05 1.58514e-05 8.93759e-05
0.00162576 1.66417e-05 1.58514e-05 8.82776e-05
0.00165297 1.66394e-05 1.58514e-05 8.71144e-05
0.00168017 1.66371e-05 1.58514e-05 8.59469e-05
0.00170737 1.66349e-05 1.58514e-05 8.4921e-05
0.00173458 1.66327e-05 1.58515e-05 8.39913e-05
0.00176178 1.66305e-05 1.58515e-05 8.30489e-05
0.00178898 1.66284e-05 1.58515e-05 8.20908e-05
0.00181618 1.66263e-05 1.58515e-05 8.12004e-05
0.00184336 1.66241e-05 1.58515e-05 8.03913e-05
0.00187054 1.66221e-05 1.58515e-05 7.95645e-05
0.00189772 1.66201e-05 1.58516e-05 7.87405e-05
0.0019249 1.66181e-05 1.58516e-05 7.79953e-05
