t ke gpe dissipation
0 0.0295034 0.125147 0.499347
2.28889e-06 0.0294938 0.125147 0.508992
6.69952e-06 0.0294937 0.125147 0.512451
1.19276e-05 0.0294936 0.125147 0.517066
1.78337e-05 0.0294935 0.125147 0.521964
2.43471e-05 0.0294934 0.125147 0.52725
3.14118e-05 0.0294933 0.125147 0.532783
3.89781e-05 0.0294932 0.125147 0.538468
4.70012e-05 0.0294931 0.125147 0.544274
5.5439e-05 0.029493 0.125147 0.550046
6.42635e-05 0.0294929 0.125147 0.555746
7.34385e-05 0.0294928 0.125147 0.561318
8.29347e-05 0.0294927 0.125147 0.566673
9.27111e-05 0.0294926 0.125147 0.571881
0.000102742 0.0294926 0.125147 0.576877
0.000113005 0.0294925 0.125147 0.581736
0.000123478 0.0294924 0.125147 0.586325
0.000134145 0.0294923 0.125147 0.590709
0.000144987 0.0294922 0.125147 0.594826
0.000155986 0.0294921 0.125147 0.598735
0.000167139 0.029492 0.125147 0.602372
0.000178433 0.029492 0.125147 0.605851
0.000189844 0.0294919 0.125147 0.609062
0.000201361 0.0294918 0.125147 0.612105
0.000212976 0.0294917 0.125147 0.614843
0.00022468 0.0294917 0.125147 0.617402
0.000236463 0.0294916 0.125147 0.619695
0.000248327 0.0294915 0.125147 0.621847
0.000260269 0.0294914 0.125147 0.623821
0.000272281 0.0294914 0.125147 0.625674
0.000284353 0.0294913 0.125147 0.627347
0.000296482 0.0294912 0.125147 0.628897
0.000308654 0.0294911 0.125147 0.630255
0.000320865 0.0294911 0.125147 0.631488
0.000333109 0.029491 0.125147 0.632546
0.000345383 0.0294909 0.125147 0.633536
0.000357695 0.0294909 0.125147 0.634408
0.000370042 0.0294908 0.125147 0.635223
0.000382424 0.0294907 0.125147 0.635914
0.000394835 0.0294907 0.125147 0.636553
0.000407272 0.0294906 0.125147 0.637125
0.000419734 0.0294905 0.125147 0.637647
0.000432226 0.0294905 0.125147 0.638069
0.000444748 0.0294904 0.125147 0.638467
0.000457301 0.0294903 0.125147 0.638763
0.000469778 0.0294903 0.125147 0.639049
0.000482255 0.0294902 0.125147 0.639272
0.000494732 0.0294901 0.125147 0.639472
0.000507208 0.0294901 0.125147 0.639598
0.000519685 0.02949 0.125147 0.639715
0.000532162 0.02949 0.125147 0.639768
0.000544639 0.0294899 0.125147 0.639816
0.000557115 0.0294898 0.125147 0.639785
0.000569592 0.0294898 0.125147 0.639744
0.000582069 0.0294897 0.125147 0.639685
0.000594546 0.0294897 0.125147 0.639646
0.000607023 0.0294896 0.125147 0.639587
0.000619499 0.0294895 0.125147 0.639532
0.000631976 0.0294895 0.125147 0.639458
0.000644448 0.0294894 0.125147 0.639386
0.00065692 0.0294894 0.125147 0.639266
0.000669391 0.0294893 0.125147 0.639148
0.000681863 0.0294893 0.125147 0.638998
0.000694335 0.0294892 0.125147 0.638853
